y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,year
44,21,KY,Kentucky,57,107,2411,2012
44,1,AL,Alabama,53,108,2454,2012
44,55,WI,Wisconsin,51,103,2161,2012
44,49,UT,Utah,42,82,2058,2012
44,35,NM,New Mexico,42,65,2518,2012
44,10,DE,Delaware,38,65,1540,2012
44,20,KS,Kansas,36,65,2720,2012
44,40,OK,Oklahoma,29,51,1471,2012
44,28,MS,Mississippi,29,51,1281,2012
44,5,AR,Arkansas,27,46,922,2012
44,31,NE,Nebraska,27,64,1213,2012
44,19,IA,Iowa,26,39,776,2012
44,54,WV,West Virginia,25,33,1138,2012
44,30,MT,Montana,21,36,850,2012
44,2,AK,Alaska,18,45,852,2012
44,16,ID,Idaho,14,32,643,2012
44,38,ND,North Dakota,11,23,377,2012
44,46,SD,South Dakota,10,16,520,2012
44,56,WY,Wyoming,5,8,267,2012
45,96,SC,SC Total Migration US and Foreign,59898,118681,2747123,2012
45,97,SC,SC Total Migration US,58531,115693,2666873,2012
45,98,SC,SC Total Migration Foreign,1367,2988,80250,2012
45,45,SC,SC Non-migrants,1581071,3489914,90088524,2012
45,37,NC,North Carolina,11541,22695,501591,2012
45,13,GA,Georgia,7507,15760,316745,2012
45,12,FL,Florida,6482,12313,323092,2012
45,48,TX,Texas,3261,6755,158914,2012
45,51,VA,Virginia,3094,6240,144289,2012
45,36,NY,New York,2522,4340,90861,2012
45,6,CA,California,2115,4115,92547,2012
45,47,TN,Tennessee,1791,3568,87859,2012
45,39,OH,Ohio,1637,3195,75109,2012
45,42,PA,Pennsylvania,1618,2974,72402,2012
45,57,FR,Foreign,1367,2988,80250,2012
45,24,MD,Maryland,1165,2149,50646,2012
45,1,AL,Alabama,1034,2393,64480,2012
45,26,MI,Michigan,980,1898,46275,2012
45,34,NJ,New Jersey,959,1743,42099,2012
45,53,WA,Washington,904,1882,44383,2012
45,17,IL,Illinois,853,1628,43014,2012
45,8,CO,Colorado,797,1545,38195,2012
45,21,KY,Kentucky,724,1514,30683,2012
45,25,MA,Massachusetts,687,1173,35230,2012
45,18,IN,Indiana,663,1409,32963,2012
45,22,LA,Louisiana,612,1261,30012,2012
45,4,AZ,Arizona,611,1202,29169,2012
45,29,MO,Missouri,540,1087,24843,2012
45,9,CT,Connecticut,536,1028,26199,2012
45,54,WV,West Virginia,502,944,22920,2012
45,15,HI,Hawaii,384,779,15503,2012
45,28,MS,Mississippi,378,786,17665,2012
45,40,OK,Oklahoma,365,755,14505,2012
45,55,WI,Wisconsin,343,702,15789,2012
45,20,KS,Kansas,330,737,14388,2012
45,32,NV,Nevada,310,635,12966,2012
45,5,AR,Arkansas,286,645,14873,2012
45,27,MN,Minnesota,270,523,11799,2012
45,41,OR,Oregon,268,496,12962,2012
45,2,AK,Alaska,230,512,8964,2012
45,19,IA,Iowa,214,471,10416,2012
45,33,NH,New Hampshire,209,390,8940,2012
45,49,UT,Utah,198,412,10313,2012
45,35,NM,New Mexico,195,365,8763,2012
45,11,DC,District Of Columbia,183,242,7681,2012
45,10,DE,Delaware,178,396,7716,2012
45,23,ME,Maine,173,324,8747,2012
45,44,RI,Rhode Island,137,235,6207,2012
45,31,NE,Nebraska,130,276,5587,2012
45,16,ID,Idaho,115,257,5084,2012
45,50,VT,Vermont,106,172,6357,2012
45,56,WY,Wyoming,104,203,3726,2012
45,38,ND,North Dakota,104,202,3770,2012
45,30,MT,Montana,98,198,5595,2012
45,46,SD,South Dakota,88,169,4034,2012
46,96,SD,SD Total Migration US and Foreign,14323,26334,697576,2012
46,97,SD,SD Total Migration US,14083,25869,687925,2012
46,98,SD,SD Total Migration Foreign,240,465,9651,2012
46,46,SD,SD Non-migrants,304486,660312,20970077,2012
46,27,MN,Minnesota,1710,3043,69684,2012
46,12,FL,Florida,1464,2437,85054,2012
46,19,IA,Iowa,929,1754,39518,2012
46,48,TX,Texas,914,1759,46830,2012
46,31,NE,Nebraska,838,1647,43230,2012
46,38,ND,North Dakota,820,1551,37226,2012
46,8,CO,Colorado,738,1275,31160,2012
46,4,AZ,Arizona,659,1234,34745,2012
46,6,CA,California,577,1025,21684,2012
46,56,WY,Wyoming,491,913,45913,2012
46,53,WA,Washington,301,564,14728,2012
46,30,MT,Montana,294,550,14392,2012
46,55,WI,Wisconsin,290,544,15251,2012
46,29,MO,Missouri,260,487,13660,2012
46,13,GA,Georgia,243,421,9111,2012
46,57,FR,Foreign,240,465,9651,2012
46,17,IL,Illinois,233,435,11539,2012
46,32,NV,Nevada,225,384,14752,2012
46,20,KS,Kansas,216,421,9329,2012
46,37,NC,North Carolina,201,375,7700,2012
46,40,OK,Oklahoma,188,368,4987,2012
46,36,NY,New York,187,301,9792,2012
46,26,MI,Michigan,185,365,9480,2012
46,39,OH,Ohio,158,291,6763,2012
46,51,VA,Virginia,156,316,8413,2012
46,47,TN,Tennessee,151,287,7190,2012
46,41,OR,Oregon,138,255,5827,2012
46,35,NM,New Mexico,116,221,5245,2012
46,2,AK,Alaska,112,212,4034,2012
46,49,UT,Utah,110,216,4415,2012
46,42,PA,Pennsylvania,104,182,4025,2012
46,18,IN,Indiana,101,183,3544,2012
46,16,ID,Idaho,96,215,4598,2012
46,45,SC,South Carolina,95,177,4021,2012
46,5,AR,Arkansas,86,193,3080,2012
46,21,KY,Kentucky,78,143,2746,2012
46,1,AL,Alabama,78,183,3204,2012
46,22,LA,Louisiana,75,130,3060,2012
46,24,MD,Maryland,73,126,2817,2012
46,25,MA,Massachusetts,71,124,2654,2012
46,34,NJ,New Jersey,56,105,12283,2012
46,15,HI,Hawaii,46,85,2117,2012
46,28,MS,Mississippi,42,84,1517,2012
46,9,CT,Connecticut,41,60,1635,2012
46,33,NH,New Hampshire,33,52,1072,2012
46,54,WV,West Virginia,27,49,710,2012
46,11,DC,District Of Columbia,24,26,1114,2012
46,23,ME,Maine,21,47,1147,2012
46,10,DE,Delaware,15,27,490,2012
46,50,VT,Vermont,11,16,243,2012
46,44,RI,Rhode Island,6,11,196,2012
47,96,TN,TN Total Migration US and Foreign,79671,159925,4116911,2012
47,97,TN,TN Total Migration US,78507,157474,4054366,2012
47,98,TN,TN Total Migration Foreign,1164,2451,62545,2012
47,47,TN,TN Non-migrants,2213171,4897674,133502614,2012
47,12,FL,Florida,9068,17358,539135,2012
47,13,GA,Georgia,7402,14843,330016,2012
47,48,TX,Texas,6145,12725,317820,2012
47,28,MS,Mississippi,5239,11265,193085,2012
47,21,KY,Kentucky,4451,9465,186000,2012
47,1,AL,Alabama,3839,7909,194284,2012
47,37,NC,North Carolina,3785,7544,200291,2012
47,6,CA,California,3403,6444,189424,2012
47,51,VA,Virginia,3226,6576,146733,2012
47,17,IL,Illinois,2300,4331,107432,2012
47,39,OH,Ohio,2263,4573,118832,2012
47,26,MI,Michigan,2098,4181,87772,2012
47,18,IN,Indiana,1969,4041,113115,2012
47,45,SC,South Carolina,1952,3956,128087,2012
47,5,AR,Arkansas,1844,3882,75122,2012
47,36,NY,New York,1816,3159,82553,2012
47,29,MO,Missouri,1611,3313,113421,2012
47,8,CO,Colorado,1355,2584,76340,2012
47,42,PA,Pennsylvania,1291,2538,65176,2012
47,22,LA,Louisiana,1273,2661,55106,2012
47,57,FR,Foreign,1164,2451,62545,2012
47,53,WA,Washington,1141,2294,74651,2012
47,4,AZ,Arizona,1038,2054,58757,2012
47,24,MD,Maryland,868,1627,41734,2012
47,40,OK,Oklahoma,806,1773,33766,2012
47,55,WI,Wisconsin,661,1357,50095,2012
47,27,MN,Minnesota,608,1208,32325,2012
47,34,NJ,New Jersey,598,1154,41546,2012
47,25,MA,Massachusetts,590,1013,30476,2012
47,20,KS,Kansas,576,1246,25172,2012
47,32,NV,Nevada,535,1018,17641,2012
47,41,OR,Oregon,438,805,20090,2012
47,54,WV,West Virginia,416,839,15806,2012
47,19,IA,Iowa,411,870,117889,2012
47,15,HI,Hawaii,332,727,14449,2012
47,9,CT,Connecticut,332,613,22642,2012
47,49,UT,Utah,307,645,24130,2012
47,35,NM,New Mexico,306,627,13233,2012
47,31,NE,Nebraska,257,508,12085,2012
47,2,AK,Alaska,236,510,9230,2012
47,11,DC,District Of Columbia,224,289,9794,2012
47,33,NH,New Hampshire,201,382,9439,2012
47,30,MT,Montana,190,367,6442,2012
47,56,WY,Wyoming,169,314,7505,2012
47,23,ME,Maine,166,330,9781,2012
47,38,ND,North Dakota,155,312,6239,2012
47,46,SD,South Dakota,153,294,5815,2012
47,16,ID,Idaho,151,341,9787,2012
47,10,DE,Delaware,127,247,6113,2012
47,44,RI,Rhode Island,103,194,4624,2012
47,50,VT,Vermont,82,168,3367,2012
48,96,TX,TX Total Migration US and Foreign,219416,442376,13433870,2012
48,97,TX,TX Total Migration US,211036,424181,12709982,2012
48,98,TX,TX Total Migration Foreign,8380,18195,723887,2012
48,48,TX,TX Non-migrants,8560970,20049405,636191901,2012
48,6,CA,California,22273,42764,1567637,2012
48,12,FL,Florida,20324,37441,1272370,2012
48,40,OK,Oklahoma,11028,23493,682635,2012
48,22,LA,Louisiana,10568,21889,512670,2012
48,8,CO,Colorado,9713,19938,689177,2012
48,13,GA,Georgia,8798,18186,475146,2012
48,57,FR,Foreign,8380,18195,723887,2012
48,36,NY,New York,7268,12260,438293,2012
48,4,AZ,Arizona,6825,14054,375914,2012
48,37,NC,North Carolina,6600,14181,377603,2012
48,51,VA,Virginia,6537,13769,421941,2012
48,53,WA,Washington,6460,13375,386574,2012
48,17,IL,Illinois,6416,12365,434170,2012
48,35,NM,New Mexico,6220,13309,286126,2012
48,5,AR,Arkansas,5767,12078,282691,2012
48,47,TN,Tennessee,4888,10300,297720,2012
48,29,MO,Missouri,4678,9547,256567,2012
48,39,OH,Ohio,4626,9525,299714,2012
48,26,MI,Michigan,4171,8413,209390,2012
48,42,PA,Pennsylvania,3912,7520,273791,2012
48,20,KS,Kansas,3779,8305,281380,2012
48,24,MD,Maryland,3191,6395,186267,2012
48,32,NV,Nevada,3183,6041,160130,2012
48,1,AL,Alabama,3173,6870,176526,2012
48,18,IN,Indiana,2991,6280,142076,2012
48,28,MS,Mississippi,2750,5731,121240,2012
48,45,SC,South Carolina,2729,5640,141996,2012
48,34,NJ,New Jersey,2705,5167,200095,2012
48,27,MN,Minnesota,2502,4996,164359,2012
48,41,OR,Oregon,2478,4688,135937,2012
48,25,MA,Massachusetts,2432,4355,201504,2012
48,21,KY,Kentucky,2263,4981,116429,2012
48,55,WI,Wisconsin,2163,4331,116260,2012
48,49,UT,Utah,1965,4806,117306,2012
48,15,HI,Hawaii,1913,4145,85948,2012
48,19,IA,Iowa,1802,3585,89043,2012
48,31,NE,Nebraska,1450,3104,69679,2012
48,2,AK,Alaska,1359,2922,77219,2012
48,9,CT,Connecticut,1186,2166,108249,2012
48,16,ID,Idaho,1071,2414,53706,2012
48,56,WY,Wyoming,1047,2030,57758,2012
48,38,ND,North Dakota,784,1614,42356,2012
48,30,MT,Montana,738,1448,45910,2012
48,46,SD,South Dakota,735,1448,34837,2012
48,11,DC,District Of Columbia,690,951,47559,2012
48,33,NH,New Hampshire,635,1122,37193,2012
48,54,WV,West Virginia,612,1240,33877,2012
48,44,RI,Rhode Island,530,889,69776,2012
48,23,ME,Maine,500,936,22110,2012
48,10,DE,Delaware,395,770,20849,2012
48,50,VT,Vermont,213,404,12281,2012
49,96,UT,UT Total Migration US and Foreign,33575,76478,1762104,2012
49,97,UT,UT Total Migration US,32891,74773,1721942,2012
49,98,UT,UT Total Migration Foreign,684,1705,40162,2012
49,49,UT,UT Non-migrants,883831,2348033,60732227,2012
49,6,CA,California,4892,10534,241938,2012
49,4,AZ,Arizona,2708,6386,133543,2012
49,48,TX,Texas,2501,6054,139781,2012
49,32,NV,Nevada,2359,5283,129287,2012
49,16,ID,Idaho,2243,5491,104141,2012
49,8,CO,Colorado,1935,4392,105805,2012
49,53,WA,Washington,1796,4055,88305,2012
49,12,FL,Florida,1208,2593,59005,2012
49,41,OR,Oregon,1100,2402,50035,2012
49,56,WY,Wyoming,967,2472,65035,2012
49,51,VA,Virginia,716,1588,38612,2012
49,57,FR,Foreign,684,1705,40162,2012
49,36,NY,New York,637,1142,27180,2012
49,13,GA,Georgia,544,1240,27660,2012
49,17,IL,Illinois,531,1056,27605,2012
49,37,NC,North Carolina,518,1221,29286,2012
49,30,MT,Montana,513,1097,23801,2012
49,35,NM,New Mexico,466,1141,20864,2012
49,39,OH,Ohio,459,1061,23553,2012
49,29,MO,Missouri,427,965,20222,2012
49,42,PA,Pennsylvania,409,924,24686,2012
49,15,HI,Hawaii,399,954,14372,2012
49,26,MI,Michigan,355,720,17550,2012
49,38,ND,North Dakota,327,835,17209,2012
49,27,MN,Minnesota,319,684,23990,2012
49,40,OK,Oklahoma,318,744,18812,2012
49,47,TN,Tennessee,309,737,17229,2012
49,24,MD,Maryland,305,679,18325,2012
49,2,AK,Alaska,300,688,16232,2012
49,25,MA,Massachusetts,284,538,14633,2012
49,18,IN,Indiana,280,643,13491,2012
49,55,WI,Wisconsin,270,582,14781,2012
49,20,KS,Kansas,240,595,12857,2012
49,31,NE,Nebraska,212,523,10514,2012
49,19,IA,Iowa,210,489,7900,2012
49,45,SC,South Carolina,202,476,10376,2012
49,21,KY,Kentucky,188,488,11584,2012
49,1,AL,Alabama,184,415,9733,2012
49,34,NJ,New Jersey,183,391,12314,2012
49,22,LA,Louisiana,174,404,6789,2012
49,5,AR,Arkansas,168,404,25514,2012
49,9,CT,Connecticut,133,317,16366,2012
49,46,SD,South Dakota,118,291,7120,2012
49,28,MS,Mississippi,110,329,7375,2012
49,33,NH,New Hampshire,80,179,4032,2012
49,54,WV,West Virginia,65,155,3693,2012
49,23,ME,Maine,57,116,1826,2012
49,50,VT,Vermont,55,88,2183,2012
49,11,DC,District Of Columbia,50,76,2595,2012
49,10,DE,Delaware,37,81,1321,2012
49,44,RI,Rhode Island,30,55,881,2012
50,96,VT,VT Total Migration US and Foreign,10213,16540,533481,2012
50,97,VT,VT Total Migration US,10006,16155,520236,2012
50,98,VT,VT Total Migration Foreign,207,385,13245,2012
50,50,VT,VT Non-migrants,254197,501228,15566264,2012
50,33,NH,New Hampshire,1294,2171,57655,2012
50,36,NY,New York,1226,1869,55854,2012
50,25,MA,Massachusetts,1114,1686,58768,2012
50,12,FL,Florida,1006,1685,76536,2012
50,6,CA,California,510,741,29700,2012
50,23,ME,Maine,383,604,18284,2012
50,37,NC,North Carolina,367,677,18798,2012
50,9,CT,Connecticut,363,561,21932,2012
50,8,CO,Colorado,307,447,14584,2012
50,51,VA,Virginia,268,435,12909,2012
50,42,PA,Pennsylvania,253,398,12117,2012
50,48,TX,Texas,248,437,13112,2012
50,57,FR,Foreign,207,385,13245,2012
50,53,WA,Washington,173,291,8165,2012
50,45,SC,South Carolina,173,294,8202,2012
50,34,NJ,New Jersey,166,256,10934,2012
50,13,GA,Georgia,161,268,7495,2012
50,4,AZ,Arizona,157,278,7139,2012
50,24,MD,Maryland,136,222,8548,2012
50,41,OR,Oregon,123,173,4647,2012
50,17,IL,Illinois,122,180,4875,2012
50,47,TN,Tennessee,114,216,5598,2012
50,39,OH,Ohio,112,200,5422,2012
50,44,RI,Rhode Island,105,158,5258,2012
50,26,MI,Michigan,87,163,4019,2012
50,27,MN,Minnesota,79,130,4449,2012
50,49,UT,Utah,76,149,3657,2012
50,55,WI,Wisconsin,67,109,3952,2012
50,18,IN,Indiana,66,115,2612,2012
50,11,DC,District Of Columbia,62,72,3550,2012
50,30,MT,Montana,61,88,2125,2012
50,32,NV,Nevada,52,78,2350,2012
50,35,NM,New Mexico,48,79,2429,2012
50,29,MO,Missouri,46,74,3167,2012
50,21,KY,Kentucky,44,89,2078,2012
50,2,AK,Alaska,42,60,1863,2012
50,22,LA,Louisiana,40,57,1025,2012
50,1,AL,Alabama,38,68,1280,2012
50,15,HI,Hawaii,35,63,1273,2012
50,20,KS,Kansas,34,80,1402,2012
50,19,IA,Iowa,29,43,1619,2012
50,16,ID,Idaho,29,58,2169,2012
50,40,OK,Oklahoma,28,56,1956,2012
50,10,DE,Delaware,27,47,1273,2012
50,5,AR,Arkansas,26,42,719,2012
50,54,WV,West Virginia,25,42,710,2012
50,56,WY,Wyoming,24,35,1662,2012
50,28,MS,Mississippi,20,34,505,2012
50,46,SD,South Dakota,17,32,1048,2012
50,31,NE,Nebraska,14,26,503,2012
50,38,ND,North Dakota,9,19,310,2012
51,96,VA,VA Total Migration US and Foreign,131872,257928,9039036,2012
51,97,VA,VA Total Migration US,126191,244688,8597307,2012
51,98,VA,VA Total Migration Foreign,5681,13240,441729,2012
51,51,VA,VA Non-migrants,2842633,6182546,231173179,2012
51,24,MD,Maryland,13271,24092,815302,2012
51,37,NC,North Carolina,13020,25994,750957,2012
51,12,FL,Florida,12640,24823,1120840,2012
51,48,TX,Texas,8179,17660,636534,2012
51,6,CA,California,8164,15784,573251,2012
51,36,NY,New York,5959,10146,375841,2012
51,11,DC,District Of Columbia,5883,7728,467967,2012
51,57,FR,Foreign,5681,13240,441729,2012
51,13,GA,Georgia,5373,10985,328136,2012
51,42,PA,Pennsylvania,5062,9340,343326,2012
51,45,SC,South Carolina,3781,7536,250558,2012
51,47,TN,Tennessee,3764,7588,202159,2012
51,39,OH,Ohio,2959,6066,170759,2012
51,54,WV,West Virginia,2779,5474,126749,2012
51,34,NJ,New Jersey,2621,4868,168755,2012
51,8,CO,Colorado,2562,5130,213902,2012
51,17,IL,Illinois,2453,4590,162273,2012
51,53,WA,Washington,2269,4731,190163,2012
51,25,MA,Massachusetts,1930,3292,142999,2012
51,26,MI,Michigan,1771,3521,114240,2012
51,4,AZ,Arizona,1712,3470,126787,2012
51,1,AL,Alabama,1463,3372,89003,2012
51,21,KY,Kentucky,1237,2590,67794,2012
51,18,IN,Indiana,1196,2404,76405,2012
51,29,MO,Missouri,1120,2367,68044,2012
51,22,LA,Louisiana,1102,2249,61612,2012
51,15,HI,Hawaii,1101,2591,70483,2012
51,9,CT,Connecticut,1075,2106,77976,2012
51,32,NV,Nevada,904,1679,57076,2012
51,10,DE,Delaware,828,1546,63735,2012
51,41,OR,Oregon,792,1416,53538,2012
51,55,WI,Wisconsin,783,1509,50582,2012
51,27,MN,Minnesota,777,1506,55637,2012
51,40,OK,Oklahoma,735,1681,46235,2012
51,20,KS,Kansas,688,1657,39770,2012
51,28,MS,Mississippi,677,1447,31271,2012
51,49,UT,Utah,628,1466,72204,2012
51,35,NM,New Mexico,557,1199,44435,2012
51,5,AR,Arkansas,458,952,25778,2012
51,2,AK,Alaska,453,956,23180,2012
51,23,ME,Maine,443,803,31506,2012
51,33,NH,New Hampshire,433,842,38124,2012
51,44,RI,Rhode Island,423,904,28621,2012
51,19,IA,Iowa,407,852,25146,2012
51,31,NE,Nebraska,350,792,20027,2012
51,16,ID,Idaho,322,763,20009,2012
51,30,MT,Montana,267,540,20099,2012
51,50,VT,Vermont,240,464,15899,2012
51,56,WY,Wyoming,210,441,16919,2012
51,46,SD,South Dakota,199,400,15801,2012
51,38,ND,North Dakota,171,376,8899,2012
53,96,WA,WA Total Migration US and Foreign,93456,183119,5530332,2012
53,97,WA,WA Total Migration US,89720,175274,5233268,2012
53,98,WA,WA Total Migration Foreign,3736,7845,297064,2012
53,53,WA,WA Non-migrants,2504989,5452695,193312828,2012
53,6,CA,California,16658,31558,1147401,2012
53,41,OR,Oregon,11056,20134,540700,2012
53,48,TX,Texas,6503,13974,428620,2012
53,4,AZ,Arizona,5560,10545,332563,2012
53,16,ID,Idaho,4507,9064,210825,2012
53,12,FL,Florida,4319,8008,259338,2012
53,57,FR,Foreign,3736,7845,297064,2012
53,8,CO,Colorado,2831,5544,173732,2012
53,32,NV,Nevada,2236,4261,123308,2012
53,36,NY,New York,2209,3499,134440,2012
53,51,VA,Virginia,2016,4525,122401,2012
53,30,MT,Montana,1925,3588,89764,2012
53,15,HI,Hawaii,1873,3811,87372,2012
53,37,NC,North Carolina,1803,3871,107990,2012
53,13,GA,Georgia,1767,3906,93291,2012
53,2,AK,Alaska,1667,3046,75747,2012
53,17,IL,Illinois,1596,2942,102565,2012
53,49,UT,Utah,1590,3681,87291,2012
53,26,MI,Michigan,1142,2212,57904,2012
53,39,OH,Ohio,1068,2197,63093,2012
53,42,PA,Pennsylvania,1023,1875,86470,2012
53,27,MN,Minnesota,1017,1942,53747,2012
53,47,TN,Tennessee,1004,2094,52975,2012
53,29,MO,Missouri,975,2062,49328,2012
53,25,MA,Massachusetts,940,1609,63536,2012
53,24,MD,Maryland,904,1828,53907,2012
53,45,SC,South Carolina,858,1986,49771,2012
53,40,OK,Oklahoma,790,1719,34270,2012
53,55,WI,Wisconsin,764,1441,40246,2012
53,38,ND,North Dakota,764,1476,68997,2012
53,35,NM,New Mexico,717,1303,39674,2012
53,20,KS,Kansas,681,1548,34004,2012
53,18,IN,Indiana,667,1419,38346,2012
53,22,LA,Louisiana,640,1305,28632,2012
53,34,NJ,New Jersey,590,1180,43875,2012
53,21,KY,Kentucky,526,1215,25880,2012
53,1,AL,Alabama,524,1124,26140,2012
53,19,IA,Iowa,520,1090,25291,2012
53,56,WY,Wyoming,475,928,20425,2012
53,31,NE,Nebraska,403,787,21006,2012
53,9,CT,Connecticut,393,781,28356,2012
53,5,AR,Arkansas,383,819,15792,2012
53,46,SD,South Dakota,346,672,15449,2012
53,11,DC,District Of Columbia,296,430,18683,2012
53,28,MS,Mississippi,273,583,11390,2012
53,33,NH,New Hampshire,232,409,14156,2012
53,23,ME,Maine,197,369,11315,2012
53,44,RI,Rhode Island,159,293,7522,2012
53,50,VT,Vermont,120,210,5630,2012
53,54,WV,West Virginia,119,249,5467,2012
53,10,DE,Delaware,94,162,4642,2012
54,96,WV,WV Total Migration US and Foreign,20918,39464,941648,2012
54,97,WV,WV Total Migration US,20732,39103,933432,2012
54,98,WV,WV Total Migration Foreign,186,361,8215,2012
54,54,WV,WV Non-migrants,623548,1334860,34147972,2012
54,39,OH,Ohio,3306,6365,122910,2012
54,51,VA,Virginia,2606,4980,75162,2012
54,12,FL,Florida,1975,3641,128184,2012
54,42,PA,Pennsylvania,1787,3108,82241,2012
54,24,MD,Maryland,1617,2956,66038,2012
54,37,NC,North Carolina,1434,2805,61984,2012
54,21,KY,Kentucky,877,1760,38515,2012
54,48,TX,Texas,819,1617,50205,2012
54,45,SC,South Carolina,679,1259,36979,2012
54,13,GA,Georgia,542,1075,22774,2012
54,47,TN,Tennessee,516,1026,24485,2012
54,6,CA,California,441,734,18215,2012
54,36,NY,New York,370,633,13226,2012
54,26,MI,Michigan,277,568,13038,2012
54,18,IN,Indiana,263,548,21891,2012
54,17,IL,Illinois,230,402,10171,2012
54,1,AL,Alabama,212,442,11504,2012
54,8,CO,Colorado,211,379,9691,2012
54,57,FR,Foreign,186,361,8215,2012
54,4,AZ,Arizona,186,342,9677,2012
54,34,NJ,New Jersey,182,307,7052,2012
54,29,MO,Missouri,166,333,7587,2012
54,53,WA,Washington,153,267,6099,2012
54,22,LA,Louisiana,150,277,7231,2012
54,40,OK,Oklahoma,142,313,10019,2012
54,25,MA,Massachusetts,127,210,6620,2012
54,32,NV,Nevada,114,196,5922,2012
54,28,MS,Mississippi,98,218,5091,2012
54,10,DE,Delaware,96,168,3959,2012
54,20,KS,Kansas,89,168,3571,2012
54,55,WI,Wisconsin,82,159,3588,2012
54,41,OR,Oregon,82,140,4043,2012
54,5,AR,Arkansas,77,150,3360,2012
54,49,UT,Utah,73,170,4620,2012
54,27,MN,Minnesota,73,117,3629,2012
54,11,DC,District Of Columbia,72,99,4544,2012
54,19,IA,Iowa,59,121,3098,2012
54,30,MT,Montana,55,120,2624,2012
54,15,HI,Hawaii,54,109,1994,2012
54,35,NM,New Mexico,53,102,2717,2012
54,9,CT,Connecticut,51,83,2082,2012
54,56,WY,Wyoming,49,96,2021,2012
54,2,AK,Alaska,46,91,2439,2012
54,33,NH,New Hampshire,42,82,1803,2012
54,38,ND,North Dakota,38,77,1922,2012
54,46,SD,South Dakota,36,66,1540,2012
54,31,NE,Nebraska,33,50,1274,2012
54,16,ID,Idaho,31,70,1489,2012
54,23,ME,Maine,27,55,3271,2012
54,50,VT,Vermont,20,31,907,2012
54,44,RI,Rhode Island,14,18,428,2012
55,96,WI,WI Total Migration US and Foreign,52097,95636,3066896,2012
55,97,WI,WI Total Migration US,51147,93836,3014977,2012
55,98,WI,WI Total Migration Foreign,950,1800,51919,2012
55,55,WI,WI Non-migrants,2192045,4705542,144962372,2012
55,27,MN,Minnesota,7442,12660,361319,2012
55,17,IL,Illinois,7273,13203,363432,2012
55,12,FL,Florida,4094,7370,436157,2012
55,48,TX,Texas,3262,6626,186399,2012
55,6,CA,California,3010,5129,178557,2012
55,26,MI,Michigan,2242,4180,129037,2012
55,4,AZ,Arizona,1994,3612,132682,2012
55,8,CO,Colorado,1645,2704,78373,2012
55,19,IA,Iowa,1424,2665,72755,2012
55,37,NC,North Carolina,1171,2194,69065,2012
55,18,IN,Indiana,1138,2321,56667,2012
55,13,GA,Georgia,1133,2324,60616,2012
55,53,WA,Washington,1063,1837,64140,2012
55,36,NY,New York,1033,1649,54998,2012
55,47,TN,Tennessee,970,1965,56891,2012
55,57,FR,Foreign,950,1800,51919,2012
55,39,OH,Ohio,931,1817,62125,2012
55,29,MO,Missouri,927,1853,45651,2012
55,51,VA,Virginia,813,1585,52571,2012
55,42,PA,Pennsylvania,657,1278,39904,2012
55,41,OR,Oregon,581,941,34431,2012
55,32,NV,Nevada,550,912,30083,2012
55,45,SC,South Carolina,526,1104,37731,2012
55,38,ND,North Dakota,514,927,22967,2012
55,25,MA,Massachusetts,461,753,34978,2012
55,21,KY,Kentucky,429,878,20615,2012
55,5,AR,Arkansas,403,828,20972,2012
55,20,KS,Kansas,389,824,21259,2012
55,24,MD,Maryland,380,662,20936,2012
55,34,NJ,New Jersey,345,646,21667,2012
55,40,OK,Oklahoma,336,679,14735,2012
55,1,AL,Alabama,308,691,17821,2012
55,31,NE,Nebraska,301,595,14875,2012
55,49,UT,Utah,292,586,16366,2012
55,28,MS,Mississippi,281,563,8358,2012
55,30,MT,Montana,273,473,12506,2012
55,46,SD,South Dakota,267,508,14983,2012
55,35,NM,New Mexico,251,461,17171,2012
55,22,LA,Louisiana,244,475,9564,2012
55,2,AK,Alaska,234,425,9017,2012
55,15,HI,Hawaii,231,389,21727,2012
55,9,CT,Connecticut,222,390,17480,2012
55,16,ID,Idaho,203,397,10632,2012
55,11,DC,District Of Columbia,193,219,9141,2012
55,56,WY,Wyoming,162,281,25226,2012
55,10,DE,Delaware,162,527,5425,2012
55,33,NH,New Hampshire,102,195,6550,2012
55,23,ME,Maine,99,187,6780,2012
55,54,WV,West Virginia,88,175,4038,2012
55,50,VT,Vermont,56,100,3225,2012
55,44,RI,Rhode Island,42,73,2379,2012
56,96,WY,WY Total Migration US and Foreign,16277,30635,901528,2012
56,97,WY,WY Total Migration US,16089,30295,892982,2012
56,98,WY,WY Total Migration Foreign,188,340,8546,2012
56,56,WY,WY Non-migrants,210979,454847,20001588,2012
56,8,CO,Colorado,2310,4141,123164,2012
56,12,FL,Florida,1596,2519,111216,2012
56,48,TX,Texas,1214,2379,65162,2012
56,30,MT,Montana,884,1703,43469,2012
56,49,UT,Utah,882,2071,44028,2012
56,6,CA,California,746,1371,39306,2012
56,4,AZ,Arizona,651,1223,32413,2012
56,16,ID,Idaho,603,1323,34746,2012
56,46,SD,South Dakota,537,1006,24359,2012
56,53,WA,Washington,491,867,27442,2012
56,31,NE,Nebraska,443,872,20400,2012
56,32,NV,Nevada,373,688,17824,2012
56,38,ND,North Dakota,353,727,23487,2012
56,41,OR,Oregon,329,650,13115,2012
56,26,MI,Michigan,298,572,12000,2012
