Province/State,Country/Region,Confirmed,Timestamp
Kansas,US,3,2020-03-22 23:45:00
Kansas,US,2,2020-03-22 23:45:00
Kansas,US,1,2020-03-22 23:45:00
Kansas,US,0,2020-03-22 23:45:00
New Mexico,US,32,2020-03-22 23:45:00
New Mexico,US,8,2020-03-22 23:45:00
New Mexico,US,7,2020-03-22 23:45:00
New Mexico,US,3,2020-03-22 23:45:00
New Mexico,US,2,2020-03-22 23:45:00
New Mexico,US,1,2020-03-22 23:45:00
Hawaii,US,41,2020-03-22 23:45:00
Hawaii,US,9,2020-03-22 23:45:00
Hawaii,US,3,2020-03-22 23:45:00
Delaware,US,39,2020-03-22 23:45:00
Delaware,US,12,2020-03-22 23:45:00
Delaware,US,5,2020-03-22 23:45:00
Vermont,US,22,2020-03-22 23:45:00
Vermont,US,8,2020-03-22 23:45:00
Vermont,US,5,2020-03-22 23:45:00
Vermont,US,4,2020-03-22 23:45:00
Vermont,US,3,2020-03-22 23:45:00
Vermont,US,2,2020-03-22 23:45:00
Nebraska,US,34,2020-03-22 23:45:00
Nebraska,US,5,2020-03-22 23:45:00
Nebraska,US,3,2020-03-22 23:45:00
Nebraska,US,2,2020-03-22 23:45:00
Nebraska,US,1,2020-03-22 23:45:00
Diamond Princess,US,49,2020-03-22 23:45:00
Idaho,US,21,2020-03-22 23:45:00
Idaho,US,11,2020-03-22 23:45:00
Idaho,US,3,2020-03-22 23:45:00
Idaho,US,2,2020-03-22 23:45:00
Idaho,US,1,2020-03-22 23:45:00
Montana,US,10,2020-03-22 23:45:00
Montana,US,6,2020-03-22 23:45:00
Montana,US,3,2020-03-22 23:45:00
Montana,US,2,2020-03-22 23:45:00
Montana,US,1,2020-03-22 23:45:00
Grand Princess,US,30,2020-03-22 23:45:00
North Dakota,US,15,2020-03-22 23:45:00
North Dakota,US,7,2020-03-22 23:45:00
North Dakota,US,3,2020-03-22 23:45:00
North Dakota,US,1,2020-03-22 23:45:00
Guam,US,27,2020-03-22 23:45:00
Wyoming,US,10,2020-03-22 23:45:00
Wyoming,US,6,2020-03-22 23:45:00
Wyoming,US,4,2020-03-22 23:45:00
Wyoming,US,2,2020-03-22 23:45:00
Wyoming,US,1,2020-03-22 23:45:00
Puerto Rico,US,23,2020-03-22 23:45:00
South Dakota,US,10,2020-03-22 23:45:00
South Dakota,US,5,2020-03-22 23:45:00
South Dakota,US,1,2020-03-22 23:45:00
Alaska,US,7,2020-03-22 23:45:00
Alaska,US,6,2020-03-22 23:45:00
Alaska,US,5,2020-03-22 23:45:00
Alaska,US,1,2020-03-22 23:45:00
West Virginia,US,3,2020-03-22 23:45:00
West Virginia,US,2,2020-03-22 23:45:00
West Virginia,US,1,2020-03-22 23:45:00
Virgin Islands,US,6,2020-03-22 23:45:00
Wuhan Evacuee,US,4,2020-03-22 23:45:00
Alabama,US,0,2020-03-22 23:45:00
Alaska,US,0,2020-03-22 23:45:00
Arizona,US,0,2020-03-22 23:45:00
Arkansas,US,0,2020-03-22 23:45:00
California,US,0,2020-03-22 23:45:00
Colorado,US,0,2020-03-22 23:45:00
District of Columbia,US,0,2020-03-22 23:45:00
Florida,US,0,2020-03-22 23:45:00
Georgia,US,0,2020-03-22 23:45:00
Hawaii,US,0,2020-03-22 23:45:00
Idaho,US,0,2020-03-22 23:45:00
Illinois,US,0,2020-03-22 23:45:00
Indiana,US,0,2020-03-22 23:45:00
Iowa,US,0,2020-03-22 23:45:00
Kentucky,US,0,2020-03-22 23:45:00
Maine,US,0,2020-03-22 23:45:00
Maryland,US,0,2020-03-22 23:45:00
Massachusetts,US,0,2020-03-22 23:45:00
Michigan,US,0,2020-03-22 23:45:00
Minnesota,US,0,2020-03-22 23:45:00
Mississippi,US,0,2020-03-22 23:45:00
Missouri,US,0,2020-03-22 23:45:00
Montana,US,0,2020-03-22 23:45:00
Nebraska,US,0,2020-03-22 23:45:00
Nevada,US,0,2020-03-22 23:45:00
New Hampshire,US,0,2020-03-22 23:45:00
New Mexico,US,0,2020-03-22 23:45:00
New York,US,0,2020-03-22 23:45:00
North Carolina,US,0,2020-03-22 23:45:00
North Dakota,US,0,2020-03-22 23:45:00
Ohio,US,0,2020-03-22 23:45:00
Oklahoma,US,0,2020-03-22 23:45:00
Oregon,US,0,2020-03-22 23:45:00
Pennsylvania,US,0,2020-03-22 23:45:00
South Carolina,US,0,2020-03-22 23:45:00
South Dakota,US,0,2020-03-22 23:45:00
Tennessee,US,0,2020-03-22 23:45:00
Texas,US,0,2020-03-22 23:45:00
Utah,US,0,2020-03-22 23:45:00
Vermont,US,0,2020-03-22 23:45:00
Virginia,US,0,2020-03-22 23:45:00
Washington,US,0,2020-03-22 23:45:00
West Virginia,US,0,2020-03-22 23:45:00
Wisconsin,US,0,2020-03-22 23:45:00
Wyoming,US,0,2020-03-22 23:45:00
American Samoa,US,0,2020-03-22 23:45:00
Northern Mariana Islands,US,0,2020-03-22 23:45:00
Ontario,Canada,425,2020-03-22 23:48:00
British Columbia,Canada,424,2020-03-22 23:48:00
Alberta,Canada,259,2020-03-22 23:48:00
Quebec,Canada,219,2020-03-22 23:48:00
Saskatchewan,Canada,52,2020-03-22 23:48:00
Nova Scotia,Canada,28,2020-03-22 23:48:00
Manitoba,Canada,20,2020-03-22 23:48:00
New Brunswick,Canada,17,2020-03-22 23:48:00
Grand Princess,Canada,13,2020-03-22 23:48:00
Newfoundland and Labrador,Canada,9,2020-03-22 23:48:00
Prince Edward Island,Canada,3,2020-03-22 23:48:00
Northwest Territories,Canada,1,2020-03-22 23:48:00
Diamond Princess,Canada,0,2020-03-22 23:48:00
New South Wales,Australia,669,2020-03-22 23:48:00
Victoria,Australia,296,2020-03-22 23:48:00
Queensland,Australia,259,2020-03-22 23:48:00
Western Australia,Australia,120,2020-03-22 23:48:00
South Australia,Australia,100,2020-03-22 23:48:00
Tasmania,Australia,22,2020-03-22 23:48:00
Australian Capital Territory,Australia,19,2020-03-22 23:48:00
Northern Territory,Australia,5,2020-03-22 23:48:00
External territories,Australia,0,2020-03-22 23:48:00
Jervis Bay Territory,Australia,0,2020-03-22 23:48:00
Macau,China,20,2020-03-22 14:23:00
Gansu,China,136,2020-03-22 14:23:00
Chongqing,China,577,2020-03-22 10:52:00
Hubei,China,67800,2020-03-22 09:33:00
Hong Kong,China,317,2020-03-22 09:33:00
,Taiwan*,169,2020-03-22 08:11:00
Shandong,China,766,2020-03-22 08:10:00
Beijing,China,514,2020-03-22 07:20:00
Shanghai,China,394,2020-03-22 07:20:00
Jiangxi,China,936,2020-03-22 07:20:00
Guangdong,China,1407,2020-03-22 07:20:00
Sichuan,China,543,2020-03-22 07:20:00
Fujian,China,307,2020-03-22 07:20:00
Hebei,China,319,2020-03-22 07:20:00
Heilongjiang,China,484,2020-03-22 07:20:00
Liaoning,China,126,2020-03-22 07:20:00
Jiangsu,China,633,2020-03-22 07:20:00
Zhejiang,China,1237,2020-03-22 07:20:00
Shaanxi,China,248,2020-03-21 02:03:00
Tianjin,China,137,2020-03-20 04:33:00
Guangxi,China,254,2020-03-20 04:33:00
Inner Mongolia,China,75,2020-03-19 00:16:00
Guizhou,China,146,2020-03-18 01:37:00
Yunnan,China,176,2020-03-16 23:37:00
Hainan,China,168,2020-03-16 13:49:00
Ningxia,China,75,2020-03-16 08:47:00
Henan,China,1273,2020-03-14 09:49:00
Hunan,China,1018,2020-03-14 08:25:00
Shanxi,China,133,2020-03-13 08:56:00
Jilin,China,93,2020-03-12 12:54:00
Xinjiang,China,76,2020-03-08 05:31:00
Anhui,China,990,2020-03-08 05:19:00
Tibet,China,1,2020-02-23 11:19:00
Qinghai,China,18,2020-02-23 11:19:00
,Italy,59138,2020-03-22 23:45:00
,Spain,28603,2020-03-22 23:45:00
,Germany,24873,2020-03-22 23:45:00
,Iran,21638,2020-03-22 23:45:00
,France,16018,2020-03-22 23:45:00
,"Korea, South",8897,2020-03-22 23:45:00
,Switzerland,7474,2020-03-22 23:45:00
,United Kingdom,5683,2020-03-22 23:45:00
,Netherlands,4204,2020-03-22 23:45:00
,Austria,3580,2020-03-22 23:45:00
,Belgium,3401,2020-03-22 23:45:00
,Norway,2263,2020-03-22 23:45:00
,Sweden,1931,2020-03-22 23:45:00
,Portugal,1600,2020-03-22 23:45:00
,Brazil,1546,2020-03-22 23:45:00
,Denmark,1395,2020-03-22 23:45:00
,Malaysia,1306,2020-03-22 23:45:00
,Turkey,1236,2020-03-22 23:45:00
,Czechia,1120,2020-03-22 23:45:00
,Japan,1086,2020-03-22 23:45:00
,Israel,1071,2020-03-22 23:45:00
,Ireland,906,2020-03-22 23:45:00
,Luxembourg,798,2020-03-22 23:45:00
,Ecuador,789,2020-03-22 23:45:00
,Pakistan,776,2020-03-22 23:45:00
Diamond Princess,Cruise Ship,712,2020-03-22 23:45:00
,Poland,634,2020-03-22 23:45:00
,Chile,632,2020-03-22 23:45:00
,Finland,626,2020-03-22 23:45:00
,Greece,624,2020-03-22 23:45:00
,Thailand,599,2020-03-22 23:45:00
,Iceland,568,2020-03-22 23:45:00
,Indonesia,514,2020-03-22 23:45:00
,Saudi Arabia,511,2020-03-22 23:45:00
,Qatar,494,2020-03-22 23:45:00
,Singapore,455,2020-03-22 23:45:00
,Romania,433,2020-03-22 23:45:00
,Slovenia,414,2020-03-22 23:45:00
,India,396,2020-03-22 23:45:00
,Philippines,380,2020-03-22 23:45:00
,Russia,367,2020-03-22 23:45:00
,Peru,363,2020-03-22 23:45:00
,Bahrain,334,2020-03-22 23:45:00
,Egypt,327,2020-03-22 23:45:00
,Estonia,326,2020-03-22 23:45:00
,Panama,313,2020-03-22 23:45:00
,South Africa,274,2020-03-22 23:45:00
,Argentina,266,2020-03-22 23:45:00
,Croatia,254,2020-03-22 23:45:00
,Mexico,251,2020-03-22 23:45:00
,Lebanon,248,2020-03-22 23:45:00
,Iraq,233,2020-03-22 23:45:00
,Colombia,231,2020-03-22 23:45:00
,Serbia,222,2020-03-22 23:45:00
,Dominican Republic,202,2020-03-22 23:45:00
,Algeria,201,2020-03-22 23:45:00
,Armenia,194,2020-03-22 23:45:00
,Kuwait,188,2020-03-22 23:45:00
,Bulgaria,187,2020-03-22 23:45:00
,Slovakia,185,2020-03-22 23:45:00
,San Marino,175,2020-03-22 23:45:00
,United Arab Emirates,153,2020-03-22 23:45:00
,Latvia,139,2020-03-22 23:45:00
,Uruguay,135,2020-03-22 23:45:00
,Costa Rica,134,2020-03-22 23:45:00
,Hungary,131,2020-03-22 23:45:00
,Lithuania,129,2020-03-22 23:45:00
,Bosnia and Herzegovina,126,2020-03-22 23:45:00
,Morocco,115,2020-03-22 23:45:00
,North Macedonia,115,2020-03-22 23:45:00
Faroe Islands,Denmark,115,2020-03-22 23:45:00
,Andorra,113,2020-03-22 23:45:00
,Vietnam,113,2020-03-22 23:45:00
,Jordan,112,2020-03-22 23:45:00
,New Zealand,102,2020-03-22 23:45:00
,Cyprus,95,2020-03-22 23:45:00
,Moldova,94,2020-03-22 23:45:00
,Malta,90,2020-03-22 23:45:00
,Albania,89,2020-03-22 23:45:00
,Brunei,88,2020-03-22 23:45:00
,Cambodia,84,2020-03-22 23:45:00
,Sri Lanka,82,2020-03-22 23:45:00
,Belarus,76,2020-03-22 23:45:00
,Burkina Faso,75,2020-03-22 23:45:00
,Tunisia,75,2020-03-22 23:45:00
,Ukraine,73,2020-03-22 23:45:00
,Venezuela,70,2020-03-22 23:45:00
,Senegal,67,2020-03-22 23:45:00
,Azerbaijan,65,2020-03-22 23:45:00
,Kazakhstan,59,2020-03-22 23:45:00
Guadeloupe,France,56,2020-03-22 23:45:00
,Oman,55,2020-03-22 23:45:00
,Georgia,54,2020-03-22 23:45:00
,Trinidad and Tobago,50,2020-03-22 23:45:00
Reunion,France,47,2020-03-22 23:45:00
,Uzbekistan,43,2020-03-22 23:45:00
,Afghanistan,40,2020-03-22 23:45:00
,Cameroon,40,2020-03-22 23:45:00
Martinique,France,37,2020-03-22 23:45:00
,Liechtenstein,37,2020-03-22 23:45:00
,Cuba,35,2020-03-22 23:45:00
Channel Islands,United Kingdom,32,2020-03-22 23:45:00
,Congo (Kinshasa),30,2020-03-22 23:45:00
,Nigeria,30,2020-03-22 23:45:00
,Mauritius,28,2020-03-22 23:45:00
,Bangladesh,27,2020-03-22 23:45:00
,Honduras,26,2020-03-22 23:45:00
,Bolivia,24,2020-03-22 23:45:00
,Ghana,23,2020-03-22 23:45:00
,Monaco,23,2020-03-22 23:45:00
,Paraguay,22,2020-03-22 23:45:00
,Montenegro,21,2020-03-22 23:45:00
,Guatemala,19,2020-03-22 23:45:00
,Jamaica,19,2020-03-22 23:45:00
,Rwanda,19,2020-03-22 23:45:00
,Guyana,18,2020-03-22 23:45:00
French Guiana,France,18,2020-03-22 23:45:00
,Togo,16,2020-03-22 23:45:00
French Polynesia,France,15,2020-03-22 23:45:00
Gibraltar,United Kingdom,15,2020-03-22 23:45:00
,Kenya,15,2020-03-22 23:45:00
,Barbados,14,2020-03-22 23:45:00
,Cote d'Ivoire,14,2020-03-22 23:45:00
,Kyrgyzstan,14,2020-03-22 23:45:00
,Maldives,13,2020-03-22 23:45:00
,Tanzania,12,2020-03-22 23:45:00
,Ethiopia,11,2020-03-22 23:45:00
Mayotte,France,11,2020-03-22 23:45:00
,Mongolia,10,2020-03-22 23:45:00
Aruba,Netherlands,9,2020-03-22 23:45:00
,Seychelles,7,2020-03-22 23:45:00
,Equatorial Guinea,6,2020-03-22 23:45:00
,Gabon,5,2020-03-22 23:45:00
Isle of Man,United Kingdom,5,2020-03-22 23:45:00
St Martin,France,5,2020-03-22 23:45:00
,Suriname,5,2020-03-22 23:45:00
,Bahamas,4,2020-03-22 23:45:00
Greenland,Denmark,4,2020-03-22 23:45:00
New Caledonia,France,4,2020-03-22 23:45:00
,Eswatini,4,2020-03-22 23:45:00
Cayman Islands,United Kingdom,3,2020-03-22 23:45:00
Curacao,Netherlands,3,2020-03-22 23:45:00
,Cabo Verde,3,2020-03-22 23:45:00
,Central African Republic,3,2020-03-22 23:45:00
,Congo (Brazzaville),3,2020-03-22 23:45:00
,El Salvador,3,2020-03-22 23:45:00
,Liberia,3,2020-03-22 23:45:00
,Madagascar,3,2020-03-22 23:45:00
,Namibia,3,2020-03-22 23:45:00
Saint Barthelemy,France,3,2020-03-22 23:45:00
,Zambia,3,2020-03-22 23:45:00
,Zimbabwe,3,2020-03-22 23:45:00
,Sudan,2,2020-03-22 23:45:00
,Angola,2,2020-03-22 23:45:00
,Benin,2,2020-03-22 23:45:00
Bermuda,United Kingdom,2,2020-03-22 23:45:00
,Bhutan,2,2020-03-22 23:45:00
,Fiji,2,2020-03-22 23:45:00
,Guinea,2,2020-03-22 23:45:00
,Haiti,2,2020-03-22 23:45:00
,Mauritania,2,2020-03-22 23:45:00
,Nicaragua,2,2020-03-22 23:45:00
,Niger,2,2020-03-22 23:45:00
,Saint Lucia,2,2020-03-22 23:45:00
,Nepal,1,2020-03-22 23:45:00
,Antigua and Barbuda,1,2020-03-22 23:45:00
,Chad,1,2020-03-22 23:45:00
,Djibouti,1,2020-03-22 23:45:00
,Dominica,1,2020-03-22 23:45:00
,Eritrea,1,2020-03-22 23:45:00
,Gambia,1,2020-03-22 23:45:00
,Grenada,1,2020-03-22 23:45:00
,Holy See,1,2020-03-22 23:45:00
Montserrat,United Kingdom,1,2020-03-22 23:45:00
,Mozambique,1,2020-03-22 23:45:00
,Papua New Guinea,1,2020-03-22 23:45:00
,Saint Vincent and the Grenadines,1,2020-03-22 23:45:00
Sint Maarten,Netherlands,1,2020-03-22 23:45:00
,Somalia,1,2020-03-22 23:45:00
,Syria,1,2020-03-22 23:45:00
,Timor-Leste,1,2020-03-22 23:45:00
,Uganda,1,2020-03-22 23:45:00
District of Columbia,US,102,2020-03-22 23:45:00
South Carolina,US,1,2020-03-23 23:19:34
Louisiana,US,1,2020-03-23 23:19:34
Virginia,US,1,2020-03-23 23:19:34
Idaho,US,13,2020-03-23 23:19:34
Iowa,US,1,2020-03-23 23:19:34
Kentucky,US,0,2020-03-23 23:19:34
Missouri,US,2,2020-03-23 23:19:34
Oklahoma,US,0,2020-03-23 23:19:34
Colorado,US,18,2020-03-23 23:19:34
Idaho,US,0,2020-03-23 23:19:34
Illinois,US,1,2020-03-23 23:19:34
Indiana,US,1,2020-03-23 23:19:34
Iowa,US,0,2020-03-23 23:19:34
Mississippi,US,2,2020-03-23 23:19:34
Nebraska,US,1,2020-03-23 23:19:34
North Dakota,US,0,2020-03-23 23:19:34
Ohio,US,0,2020-03-23 23:19:34
Pennsylvania,US,6,2020-03-23 23:19:34
Washington,US,1,2020-03-23 23:19:34
Wisconsin,US,0,2020-03-23 23:19:34
Vermont,US,6,2020-03-23 23:19:34
Minnesota,US,0,2020-03-23 23:19:34
Florida,US,36,2020-03-23 23:19:34
North Carolina,US,2,2020-03-23 23:19:34
California,US,118,2020-03-23 23:19:34
Colorado,US,0,2020-03-23 23:19:34
New York,US,127,2020-03-23 23:19:34
Wyoming,US,0,2020-03-23 23:19:34
Virginia,US,2,2020-03-23 23:19:34
Michigan,US,0,2020-03-23 23:19:34
Mississippi,US,0,2020-03-23 23:19:34
Alaska,US,0,2020-03-23 23:19:34
Illinois,US,0,2020-03-23 23:19:34
North Carolina,US,0,2020-03-23 23:19:34
Virginia,US,6,2020-03-23 23:19:34
Iowa,US,6,2020-03-23 23:19:34
Michigan,US,1,2020-03-23 23:19:34
Maryland,US,0,2020-03-23 23:19:34
New York,US,2,2020-03-23 23:19:34
Virginia,US,0,2020-03-23 23:19:34
Pennsylvania,US,48,2020-03-23 23:19:34
Indiana,US,4,2020-03-23 23:19:34
Kansas,US,0,2020-03-23 23:19:34
Louisiana,US,2,2020-03-23 23:19:34
South Carolina,US,0,2020-03-23 23:19:34
California,US,0,2020-03-23 23:19:34
California,US,1,2020-03-23 23:19:34
Alaska,US,13,2020-03-23 23:19:34
Kentucky,US,2,2020-03-23 23:19:34
South Carolina,US,15,2020-03-23 23:19:34
Tennessee,US,1,2020-03-23 23:19:34
Texas,US,0,2020-03-23 23:19:34
Missouri,US,0,2020-03-23 23:19:34
Maine,US,3,2020-03-23 23:19:34
Maryland,US,20,2020-03-23 23:19:34
Minnesota,US,7,2020-03-23 23:19:34
Nebraska,US,0,2020-03-23 23:19:34
Arizona,US,4,2020-03-23 23:19:34
Georgia,US,0,2020-03-23 23:19:34
Colorado,US,58,2020-03-23 23:19:34
Arkansas,US,0,2020-03-23 23:19:34
Virginia,US,34,2020-03-23 23:19:34
Pennsylvania,US,0,2020-03-23 23:19:34
Maine,US,0,2020-03-23 23:19:34
Louisiana,US,26,2020-03-23 23:19:34
Ohio,US,1,2020-03-23 23:19:34
Ohio,US,3,2020-03-23 23:19:34
Washington,US,0,2020-03-23 23:19:34
Texas,US,2,2020-03-23 23:19:34
New Jersey,US,6,2020-03-23 23:19:34
Mississippi,US,1,2020-03-23 23:19:34
South Dakota,US,0,2020-03-23 23:19:34
Alabama,US,0,2020-03-23 23:19:34
Florida,US,3,2020-03-23 23:19:34
Oregon,US,0,2020-03-23 23:19:34
Alabama,US,3,2020-03-23 23:19:34
Georgia,US,2,2020-03-23 23:19:34
Maryland,US,35,2020-03-23 23:19:34
Maryland,US,31,2020-03-23 23:19:34
Idaho,US,2,2020-03-23 23:19:34
West Virginia,US,0,2020-03-23 23:19:34
Massachusetts,US,30,2020-03-23 23:19:34
Georgia,US,1,2020-03-23 23:19:34
Indiana,US,5,2020-03-23 23:19:34
Georgia,US,61,2020-03-23 23:19:34
Missouri,US,1,2020-03-23 23:19:34
Florida,US,1,2020-03-23 23:19:34
Michigan,US,2,2020-03-23 23:19:34
Wisconsin,US,1,2020-03-23 23:19:34
South Dakota,US,12,2020-03-23 23:19:34
South Carolina,US,21,2020-03-23 23:19:34
Pennsylvania,US,3,2020-03-23 23:19:34
Utah,US,0,2020-03-23 23:19:34
Montana,US,0,2020-03-23 23:19:34
Tennessee,US,0,2020-03-23 23:19:34
New Hampshire,US,4,2020-03-23 23:19:34
Texas,US,16,2020-03-23 23:19:34
Ohio,US,2,2020-03-23 23:19:34
Vermont,US,4,2020-03-23 23:19:34
Arkansas,US,1,2020-03-23 23:19:34
Indiana,US,0,2020-03-23 23:19:34
Minnesota,US,1,2020-03-23 23:19:34
Oregon,US,4,2020-03-23 23:19:34
Washington,US,9,2020-03-23 23:19:34
New Jersey,US,609,2020-03-23 23:19:34
South Carolina,US,4,2020-03-23 23:19:34
Pennsylvania,US,14,2020-03-23 23:19:34
Massachusetts,US,26,2020-03-23 23:19:34
New Mexico,US,38,2020-03-23 23:19:34
Michigan,US,5,2020-03-23 23:19:34
Texas,US,57,2020-03-23 23:19:34
Iowa,US,3,2020-03-23 23:19:34
Idaho,US,35,2020-03-23 23:19:34
Texas,US,1,2020-03-23 23:19:34
Tennessee,US,2,2020-03-23 23:19:34
Minnesota,US,5,2020-03-23 23:19:34
Mississippi,US,4,2020-03-23 23:19:34
South Dakota,US,1,2020-03-23 23:19:34
Indiana,US,3,2020-03-23 23:19:34
Missouri,US,17,2020-03-23 23:19:34
Louisiana,US,12,2020-03-23 23:19:34
Colorado,US,39,2020-03-23 23:19:34
Kansas,US,1,2020-03-23 23:19:34
Utah,US,1,2020-03-23 23:19:34
Arkansas,US,4,2020-03-23 23:19:34
Texas,US,12,2020-03-23 23:19:34
Kentucky,US,1,2020-03-23 23:19:34
Florida,US,7,2020-03-23 23:19:34
Massachusetts,US,25,2020-03-23 23:19:34
Rhode Island,US,24,2020-03-23 23:19:34
Montana,US,1,2020-03-23 23:19:34
New York,US,0,2020-03-23 23:19:34
New York,US,3,2020-03-23 23:19:34
Colorado,US,1,2020-03-23 23:19:34
Florida,US,263,2020-03-23 23:19:34
Wisconsin,US,3,2020-03-23 23:19:34
North Carolina,US,8,2020-03-23 23:19:34
Pennsylvania,US,43,2020-03-23 23:19:34
Nebraska,US,2,2020-03-23 23:19:34
North Dakota,US,16,2020-03-23 23:19:34
New Jersey,US,36,2020-03-23 23:19:34
Kansas,US,3,2020-03-23 23:19:34
Ohio,US,17,2020-03-23 23:19:34
Pennsylvania,US,5,2020-03-23 23:19:34
California,US,2,2020-03-23 23:19:34
North Carolina,US,6,2020-03-23 23:19:34
Utah,US,3,2020-03-23 23:19:34
Louisiana,US,34,2020-03-23 23:19:34
Louisiana,US,4,2020-03-23 23:19:34
Louisiana,US,0,2020-03-23 23:19:34
Vermont,US,1,2020-03-23 23:19:34
Alabama,US,2,2020-03-23 23:19:34
Florida,US,0,2020-03-23 23:19:34
Michigan,US,3,2020-03-23 23:19:34
Maryland,US,1,2020-03-23 23:19:34
Pennsylvania,US,1,2020-03-23 23:19:34
New Jersey,US,33,2020-03-23 23:19:34
Texas,US,6,2020-03-23 23:19:34
Wyoming,US,1,2020-03-23 23:19:34
Oklahoma,US,2,2020-03-23 23:19:34
Idaho,US,3,2020-03-23 23:19:34
New Jersey,US,2,2020-03-23 23:19:34
Georgia,US,21,2020-03-23 23:19:34
Maryland,US,5,2020-03-23 23:19:34
New Hampshire,US,6,2020-03-23 23:19:34
Nevada,US,3,2020-03-23 23:19:34
North Carolina,US,5,2020-03-23 23:19:34
Minnesota,US,8,2020-03-23 23:19:34
Montana,US,3,2020-03-23 23:19:34
Missouri,US,6,2020-03-23 23:19:34
North Dakota,US,1,2020-03-23 23:19:34
Idaho,US,1,2020-03-23 23:19:34
North Carolina,US,4,2020-03-23 23:19:34
New Mexico,US,0,2020-03-23 23:19:34
Iowa,US,2,2020-03-23 23:19:34
Colorado,US,3,2020-03-23 23:19:34
Illinois,US,3,2020-03-23 23:19:34
South Carolina,US,31,2020-03-23 23:19:34
Virginia,US,4,2020-03-23 23:19:34
Georgia,US,4,2020-03-23 23:19:34
North Carolina,US,3,2020-03-23 23:19:34
New Mexico,US,4,2020-03-23 23:19:34
Tennessee,US,4,2020-03-23 23:19:34
Washington,US,6,2020-03-23 23:19:34
Georgia,US,20,2020-03-23 23:19:34
Kansas,US,2,2020-03-23 23:19:34
New Hampshire,US,1,2020-03-23 23:19:34
Pennsylvania,US,40,2020-03-23 23:19:34
Virginia,US,9,2020-03-23 23:19:34
Mississippi,US,3,2020-03-23 23:19:34
Minnesota,US,2,2020-03-23 23:19:34
Vermont,US,32,2020-03-23 23:19:34
North Carolina,US,1,2020-03-23 23:19:34
Nevada,US,0,2020-03-23 23:19:34
Florida,US,9,2020-03-23 23:19:34
Oregon,US,14,2020-03-23 23:19:34
Washington,US,4,2020-03-23 23:19:34
Arkansas,US,7,2020-03-23 23:19:34
Nevada,US,126,2020-03-23 23:19:34
Washington,US,13,2020-03-23 23:19:34
Georgia,US,14,2020-03-23 23:19:34
Florida,US,8,2020-03-23 23:19:34
Missouri,US,3,2020-03-23 23:19:34
Georgia,US,18,2020-03-23 23:19:34
Arkansas,US,27,2020-03-23 23:19:34
Ohio,US,5,2020-03-23 23:19:34
Arkansas,US,3,2020-03-23 23:19:34
Oklahoma,US,16,2020-03-23 23:19:34
New York,US,4,2020-03-23 23:19:34
Mississippi,US,8,2020-03-23 23:19:34
Georgia,US,79,2020-03-23 23:19:34
Arizona,US,1,2020-03-23 23:19:34
Arizona,US,17,2020-03-23 23:19:34
Missouri,US,5,2020-03-23 23:19:34
Florida,US,39,2020-03-23 23:19:34
Texas,US,38,2020-03-23 23:19:34
Florida,US,2,2020-03-23 23:19:34
Georgia,US,3,2020-03-23 23:19:34
New York,US,17,2020-03-23 23:19:34
Wisconsin,US,5,2020-03-23 23:19:34
Texas,US,3,2020-03-23 23:19:34
California,US,71,2020-03-23 23:19:34
Illinois,US,922,2020-03-23 23:19:34
New Hampshire,US,0,2020-03-23 23:19:34
Georgia,US,9,2020-03-23 23:19:34
Washington,US,3,2020-03-23 23:19:34
Maine,US,66,2020-03-23 23:19:34
New Jersey,US,1,2020-03-23 23:19:34
Pennsylvania,US,12,2020-03-23 23:19:34
Oklahoma,US,1,2020-03-23 23:19:34
Ohio,US,149,2020-03-23 23:19:34
Minnesota,US,18,2020-03-23 23:19:34
Texas,US,155,2020-03-23 23:19:34
Wisconsin,US,70,2020-03-23 23:19:34
South Carolina,US,7,2020-03-23 23:19:34
Tennessee,US,164,2020-03-23 23:19:34
Kentucky,US,11,2020-03-23 23:19:34
Utah,US,29,2020-03-23 23:19:34
South Dakota,US,2,2020-03-23 23:19:34
Louisiana,US,5,2020-03-23 23:19:34
Georgia,US,75,2020-03-23 23:19:34
Mississippi,US,23,2020-03-23 23:19:34
Indiana,US,2,2020-03-23 23:19:34
New York,US,1,2020-03-23 23:19:34
Ohio,US,7,2020-03-23 23:19:34
Pennsylvania,US,54,2020-03-23 23:19:34
Texas,US,30,2020-03-23 23:19:34
Colorado,US,148,2020-03-23 23:19:34
Oregon,US,10,2020-03-23 23:19:34
Arkansas,US,2,2020-03-23 23:19:34
Tennessee,US,5,2020-03-23 23:19:34
District of Columbia,US,120,2020-03-23 23:19:34
Wisconsin,US,2,2020-03-23 23:19:34
New Mexico,US,10,2020-03-23 23:19:34
South Carolina,US,2,2020-03-23 23:19:34
Georgia,US,64,2020-03-23 23:19:34
Colorado,US,48,2020-03-23 23:19:34
Georgia,US,7,2020-03-23 23:19:34
Kansas,US,8,2020-03-23 23:19:34
Nebraska,US,34,2020-03-23 23:19:34
Oregon,US,1,2020-03-23 23:19:34
Illinois,US,95,2020-03-23 23:19:34
Massachusetts,US,0,2020-03-23 23:19:34
Massachusetts,US,1,2020-03-23 23:19:34
North Carolina,US,41,2020-03-23 23:19:34
New York,US,100,2020-03-23 23:19:34
Florida,US,50,2020-03-23 23:19:34
Colorado,US,92,2020-03-23 23:19:34
Louisiana,US,43,2020-03-23 23:19:34
