Starting_City,Ending_City,Average_Travel_Time
"Las Vegas, NV","Grand Junction, CO",10.29058595
"Las Vegas, NV","Grand Rapids, MI",36.39995201
"Las Vegas, NV","Great Falls, MT",19.0124184
"Las Vegas, NV","Green Bay, WI",34.29960472
"Las Vegas, NV","Greensboro, NC",37.21503429
"Las Vegas, NV","Greenville, SC",40.78132973
"Las Vegas, NV","Gulfport, MS",28.69207898
"Las Vegas, NV","Gunnison, CO",16.57756257
"Las Vegas, NV","Gustavus, AK",32.36058811
"Las Vegas, NV","Hailey, ID",8.473633268
"Las Vegas, NV","Hancock, MI",33.8768946
"Las Vegas, NV","Harlingen, TX",26.08075827
"Las Vegas, NV","Harrisburg, PA",42.60865016
"Las Vegas, NV","Hayden, CO",15.0733789
"Las Vegas, NV","Helena, MT",16.99329784
"Las Vegas, NV","Hilo, HI",49.12023723
"Las Vegas, NV","Honolulu, HI",49.24584671
"Las Vegas, NV","Houston, TX",23.88928123
"Las Vegas, NV","Huntington, WV",36.79064692
"Las Vegas, NV","Huntsville, AL",36.41572573
"Las Vegas, NV","Idaho Falls, ID",17.04779721
"Las Vegas, NV","Imperial, CA",8.259552822
"Las Vegas, NV","Indianapolis, IN",33.08623092
"Las Vegas, NV","International Falls, MN",28.07840229
"Las Vegas, NV","Inyokern, CA",12.6953523
"Las Vegas, NV","Islip, NY",44.31561048
"Las Vegas, NV","Ithaca, NY",41.22134385
"Las Vegas, NV","Jackson, MS",12.72603757
"Las Vegas, NV","Jackson, WY",28.35812762
"Las Vegas, NV","Jacksonville, FL",35.92753307
"Las Vegas, NV","Jacksonville, NC",46.56103522
"Las Vegas, NV","Juneau, AK",32.55414757
"Las Vegas, NV","Kahului, HI",48.98145444
"Las Vegas, NV","Kalamazoo, MI",39.23332765
"Las Vegas, NV","Kansas City, MO",24.69008723
"Las Vegas, NV","Keahole, HI",47.03575138
"Las Vegas, NV","Ketchikan, AK",35.41287118
"Las Vegas, NV","Key West, FL",39.32542181
"Las Vegas, NV","King Salmon, AK",51.25030138
"Las Vegas, NV","Klamath Falls, OR",18.03902198
"Las Vegas, NV","Knoxville, TN",37.16062138
"Las Vegas, NV","Kodiak, AK",49.17362459
"Las Vegas, NV","Kotzebue, AK",64.56898375
"Las Vegas, NV","La Crosse, WI",26.13629831
"Las Vegas, NV","Lafayette, LA",24.89808572
"Las Vegas, NV","Lake Charles, LA",31.72292198
"Las Vegas, NV","Lansing, MI",35.29033637
"Las Vegas, NV","Laredo, TX",19.86266419
"Las Vegas, NV","Lawton, OK",18.80391115
"Las Vegas, NV","Lewisburg, WV",39.74939515
"Las Vegas, NV","Lewiston, ID",14.46137232
"Las Vegas, NV","Lexington, KY",35.60953881
"Las Vegas, NV","Lihue, HI",50.38309828
"Las Vegas, NV","Lincoln, NE",21.00168707
"Las Vegas, NV","Little Rock, AR",26.9678459
"Las Vegas, NV","Long Beach, CA",8.757022796
"Las Vegas, NV","Longview, TX",26.77199235
"Las Vegas, NV","Los Angeles, CA",10.89488348
"Las Vegas, NV","Louisville, KY",31.49076859
"Las Vegas, NV","Lubbock, TX",19.54686085
"Las Vegas, NV","Lynchburg, VA",44.0348099
"Las Vegas, NV","Macon, GA",32.68598088
"Las Vegas, NV","Madison, WI",34.76268805
"Las Vegas, NV","Manchester, NH",49.24934283
"Las Vegas, NV","Mcallen, TX",28.60034792
"Las Vegas, NV","Medford, OR",16.96138875
"Las Vegas, NV","Melbourne, FL",37.41669358
"Las Vegas, NV","Memphis, TN",27.19704697
"Las Vegas, NV","Meridian, MS",29.66572463
"Las Vegas, NV","Miami, FL",46.34786981
"Las Vegas, NV","Midland, TX",23.5954042
"Las Vegas, NV","Milwaukee, WI",35.10746652
"Las Vegas, NV","Minneapolis, MN",24.63483776
"Las Vegas, NV","Minot, ND",20.45971051
"Las Vegas, NV","Missoula, MT",12.88784496
"Las Vegas, NV","Mobile, AL",35.44379465
"Las Vegas, NV","Modesto, CA",13.04885682
"Las Vegas, NV","Moline, IL",34.22266686
"Las Vegas, NV","Monroe, LA",32.38862632
"Las Vegas, NV","Monterey, CA",9.709773454
"Las Vegas, NV","Montgomery, AL",31.00567148
"Las Vegas, NV","Montrose, CO",16.65398478
"Las Vegas, NV","Mosinee, WI",30.92871312
"Las Vegas, NV","Muskegon, MI",33.7704807
"Las Vegas, NV","Myrtle Beach, SC",37.30345857
"Las Vegas, NV","Nantucket, MA",53.38786967
"Las Vegas, NV","Nashville, TN",38.47418418
"Las Vegas, NV","New Bern, NC",45.12270243
"Las Vegas, NV","New Orleans, LA",34.62766818
"Las Vegas, NV","New York, NY",50.62386653
"Las Vegas, NV","Newark, NJ",51.2423695
"Las Vegas, NV","Newburgh, NY",46.40426648
"Las Vegas, NV","Newport News, VA",42.67363838
"Las Vegas, NV","Nome, AK",64.77324059
"Las Vegas, NV","Norfolk, VA",48.95961978
"Las Vegas, NV","North Bend, OR",18.68433654
"Las Vegas, NV","North Canton, OH",40.08902652
"Las Vegas, NV","Oakland, CA",14.25636193
"Las Vegas, NV","Oklahoma City, OK",21.5650506
"Las Vegas, NV","Omaha, NE",21.95363831
"Las Vegas, NV","Ontario, CA",5.177254902
"Las Vegas, NV","Orange County, CA",9.571962499
"Las Vegas, NV","Orlando, FL",43.69063549
"Las Vegas, NV","Oxnard, CA",10.44341483
"Las Vegas, NV","Palm Springs, CA",4.626924184
"Las Vegas, NV","Palmdale, CA",9.322526856
"Las Vegas, NV","Panama City, FL",38.91105108
"Las Vegas, NV","Pasco, WA",15.92955089
"Las Vegas, NV","Pellston, MI",33.80462195
"Las Vegas, NV","Pensacola, FL",35.52146705
"Las Vegas, NV","Peoria, IL",28.86839104
"Las Vegas, NV","Petersburg, AK",37.31228531
"Las Vegas, NV","Philadelphia, PA",47.09088727
"Las Vegas, NV","Phoenix, AZ",7.109593088
"Las Vegas, NV","Pierre, SD",19.96376489
"Las Vegas, NV","Pittsburgh, PA",44.19696831
"Las Vegas, NV","Pocatello, ID",10.29365593
"Las Vegas, NV","Ponce, PR",57.8413095
"Las Vegas, NV","Portland, ME",54.47733664
"Las Vegas, NV","Portland, OR",22.07640121
"Las Vegas, NV","Providence, RI",45.08682873
"Las Vegas, NV","Pueblo, CO",12.88226582
"Las Vegas, NV","Rapid City, SD",20.48201109
"Las Vegas, NV","Rdu Airport, NC",41.36488142
"Las Vegas, NV","Redding, CA",9.402830229
"Las Vegas, NV","Redmond, OR",12.13810144
"Las Vegas, NV","Reno, NV",9.743621802
"Las Vegas, NV","Rhinelander, WI",34.40312782
"Las Vegas, NV","Richmond, VA",40.85948027
"Las Vegas, NV","Roanoke, VA",43.19892885
"Las Vegas, NV","Rochester, MN",27.96881439
"Las Vegas, NV","Rochester, NY",44.13511866
"Las Vegas, NV","Rock Springs, WY",17.21315563
"Las Vegas, NV","Rockford, IL",31.78361111
"Las Vegas, NV","Roswell, NM",11.97924075
"Las Vegas, NV","Sacramento, CA",8.949248048
"Las Vegas, NV","Saginaw, MI",34.95390342
"Las Vegas, NV","Saint Louis, MO",34.08254554
"Las Vegas, NV","Salem, OR",17.8609729
"Las Vegas, NV","Salt Lake City, UT",9.678325253
"Las Vegas, NV","San Angelo, TX",16.39811571
"Las Vegas, NV","San Antonio, TX",19.92111499
"Las Vegas, NV","San Diego, CA",4.639031981
"Las Vegas, NV","San Francisco, CA",10.38458284
"Las Vegas, NV","San Jose, CA",11.89678433
"Las Vegas, NV","San Juan, PR",60.22044058
"Las Vegas, NV","San Luis Obispo, CA",15.5544499
"Las Vegas, NV","Santa Barbara, CA",13.97131082
"Las Vegas, NV","Santa Maria, CA",13.43513555
"Las Vegas, NV","Sarasota, FL",34.73534783
"Las Vegas, NV","Savannah, GA",43.17952414
"Las Vegas, NV","Seattle, WA",21.43383353
"Las Vegas, NV","Shreveport, LA",31.63407974
"Las Vegas, NV","Sioux City, IA",22.80421776
"Las Vegas, NV","Sioux Falls, SD",28.88004396
"Las Vegas, NV","Sitka, AK",32.12079081
"Las Vegas, NV","South Bend, IN",34.37809572
"Las Vegas, NV","South Burlington, VT",43.8108374
"Las Vegas, NV","Spokane, WA",15.78268433
"Las Vegas, NV","Springfield, IL",35.75122248
"Las Vegas, NV","Springfield, MO",23.79657107
"Las Vegas, NV","St George, UT",3.857920176
"Las Vegas, NV","Syracuse, NY",46.62239222
"Las Vegas, NV","Tallahassee, FL",38.32202304
"Las Vegas, NV","Tampa, FL",43.61091522
"Las Vegas, NV","Telluride, CO",17.57132811
"Las Vegas, NV","Texarkana, AR",31.3237035
"Las Vegas, NV","Toledo, OH",41.82449798
"Las Vegas, NV","Traverse City, MI",38.81240869
"Las Vegas, NV","Tucson, AZ",14.78364622
"Las Vegas, NV","Tulsa, OK",23.26445146
"Las Vegas, NV","Tupelo, MS",29.51166445
"Las Vegas, NV","Twin Falls, ID",7.435846016
"Las Vegas, NV","Tyler, TX",28.09837918
"Las Vegas, NV","Valdosta, GA",35.31287411
"Las Vegas, NV","Valparaiso, FL",30.16896916
"Las Vegas, NV","Waco, TX",25.47062155
"Las Vegas, NV","Washington, DC",48.22011288
"Las Vegas, NV","Waterloo, IA",26.65588618
"Las Vegas, NV","West Palm Beach, FL",42.29438507
"Las Vegas, NV","West Yellowstone, MT",16.50668586
"Las Vegas, NV","White Plains, NY",47.7436739
"Las Vegas, NV","Wichita Falls, TX",22.7912145
"Las Vegas, NV","Wichita, KS",23.7886629
"Las Vegas, NV","Wilmington, NC",46.29370671
"Las Vegas, NV","Windsor Locks, CT",51.87127936
"Las Vegas, NV","Wrangell, AK",28.69763948
"Las Vegas, NV","Yakima, WA",15.80541081
"Las Vegas, NV","Yakutat, AK",41.90094529
"Las Vegas, NV","Yuma, AZ",13.46709947
"Lawton, OK","Abilene, TX",3.500180133
"Lawton, OK","Adak Island, AK",88.12167132
"Lawton, OK","Aguadilla, PR",43.17421486
"Lawton, OK","Albany, GA",20.54181198
"Lawton, OK","Albany, NY",29.93745104
"Lawton, OK","Albuquerque, NM",14.20616483
"Lawton, OK","Alexandria, LA",8.703295175
"Lawton, OK","Allentown, PA",25.76826814
"Lawton, OK","Amarillo, TX",12.35322076
"Lawton, OK","Anchorage, AK",63.03758846
"Lawton, OK","Appleton, WI",14.8507784
"Lawton, OK","Arcata/Eureka, CA",29.47963732
"Lawton, OK","Asheville, NC",21.89856865
"Lawton, OK","Aspen, CO",10.64951131
"Lawton, OK","Atlanta, GA",19.02039713
"Lawton, OK","Augusta, GA",26.49568173
"Lawton, OK","Austin, TX",8.436481573
"Lawton, OK","Avoca, PA",29.66979141
"Lawton, OK","BWI Airport, MD",28.23140088
"Lawton, OK","Bakersfield, CA",22.65828482
"Lawton, OK","Bangor, ME",38.31024437
"Lawton, OK","Barrow, AK",72.94084597
"Lawton, OK","Baton Rouge, LA",11.31186068
"Lawton, OK","Beaumont / Port Arthur, TX",7.374947634
"Lawton, OK","Bellingham, WA",29.00301943
"Lawton, OK","Bemidji, MN",21.402186
"Lawton, OK","Bethel, AK",78.62464221
"Lawton, OK","Billings, MT",17.12867501
"Lawton, OK","Binghamton, NY",24.70235603
"Lawton, OK","Birmingham, AL",21.70629024
"Lawton, OK","Bismarck, ND",22.42680465
"Lawton, OK","Bloomington, IL",16.18903571
"Lawton, OK","Blountville, TN",21.20944484
"Lawton, OK","Boise, ID",29.94993164
"Lawton, OK","Boston, MA",32.49869707
"Lawton, OK","Bozeman, MT",20.96646873
"Lawton, OK","Brownsville, TX",18.717367
"Lawton, OK","Brunswick, GA",26.27023597
"Lawton, OK","Buffalo, NY",22.39117356
"Lawton, OK","Burbank, CA",26.94523841
"Lawton, OK","Butte, MT",21.10898425
"Lawton, OK","Casper, WY",20.59025496
"Lawton, OK","Cedar City, UT",18.01255076
"Lawton, OK","Cedar Rapids, IA",13.92492238
"Lawton, OK","Champaign, IL",15.52078792
"Lawton, OK","Charleston, SC",23.45177268
"Lawton, OK","Charleston, WV",24.24847366
"Lawton, OK","Charlotte Amalie, VI",47.17363126
"Lawton, OK","Charlotte, NC",24.4854584
"Lawton, OK","Charlottesville, VA",26.28063246
"Lawton, OK","Chattanooga, TN",20.22112013
"Lawton, OK","Chicago, IL",14.87746132
"Lawton, OK","Chico, CA",32.9827112
"Lawton, OK","Christiansted, VI",44.61158315
"Lawton, OK","Cincinnati, OH",17.62562053
"Lawton, OK","Cleveland, OH",26.92491433
"Lawton, OK","Cody, WY",18.54522951
"Lawton, OK","College Station, TX",9.477439662
"Lawton, OK","Colorado Springs, CO",13.57926423
"Lawton, OK","Columbia, SC",24.30852813
"Lawton, OK","Columbus, GA",22.6330009
"Lawton, OK","Columbus, MS",16.88860297
"Lawton, OK","Columbus, OH",26.44707007
"Lawton, OK","Cordova, AK",61.7289369
"Lawton, OK","Corpus Christi, TX",11.85871422
"Lawton, OK","Crescent City, CA",34.80832249
"Lawton, OK","Dallas, TX",9.325786421
"Lawton, OK","Dayton, OH",21.16643978
"Lawton, OK","Daytona Beach, FL",25.17549396
"Lawton, OK","Deadhorse, AK",63.43403817
"Lawton, OK","Denver, CO",9.188925853
"Lawton, OK","Des Moines, IA",12.43571633
"Lawton, OK","Detroit, MI",26.89599609
"Lawton, OK","Dillingham, AK",74.88119384
"Lawton, OK","Dothan, AL",20.36720863
"Lawton, OK","Dubuque, IA",20.99073411
"Lawton, OK","Duluth, MN",15.76175893
"Lawton, OK","Durango, CO",18.68803751
"Lawton, OK","Eagle, CO",18.90061741
"Lawton, OK","Egg Harbor Township, NJ",27.28213707
"Lawton, OK","El Paso, TX",18.42636159
"Lawton, OK","Elko, NV",19.46741758
"Lawton, OK","Elmira / Corning, NY",23.8248929
"Lawton, OK","Erie, PA",28.72758922
"Lawton, OK","Eugene, OR",35.57913129
"Lawton, OK","Evansville, IN",14.42576286
"Lawton, OK","Fairbanks, AK",64.96060659
"Lawton, OK","Fargo, ND",16.45505092
"Lawton, OK","Fayetteville / Springdale, AR",14.45298183
"Lawton, OK","Fayetteville, NC",23.54123525
"Lawton, OK","Flagstaff, AZ",15.26686229
"Lawton, OK","Flint, MI",19.90636236
"Lawton, OK","Florence, SC",21.65775504
"Lawton, OK","Fort Hood / Killeen, TX",5.43965941
"Lawton, OK","Fort Lauderdale, FL",29.14291219
"Lawton, OK","Fort Myers, FL",21.4962217
"Lawton, OK","Fort Smith, AR",14.12155275
"Lawton, OK","Fort Wayne, IN",20.69372797
"Lawton, OK","Fresno, CA",30.41567851
"Lawton, OK","Gainesville, FL",24.86558549
"Lawton, OK","Gillette, WY",19.09978587
"Lawton, OK","Grand Forks, ND",15.43892835
"Lawton, OK","Grand Junction, CO",15.08869748
"Lawton, OK","Grand Rapids, MI",16.34143675
"Lawton, OK","Great Falls, MT",26.29170024
"Lawton, OK","Green Bay, WI",23.2890667
"Lawton, OK","Greensboro, NC",23.54257343
"Lawton, OK","Greenville, SC",17.02517254
"Lawton, OK","Gulfport, MS",12.23069766
"Lawton, OK","Gunnison, CO",11.39481733
"Lawton, OK","Gustavus, AK",51.26895067
"Lawton, OK","Hailey, ID",20.22210484
"Lawton, OK","Hancock, MI",26.04165631
"Lawton, OK","Harlingen, TX",16.37396452
"Lawton, OK","Harrisburg, PA",27.37213257
"Lawton, OK","Hayden, CO",12.6031637
"Lawton, OK","Helena, MT",24.13779232
"Lawton, OK","Hilo, HI",59.54580208
"Lawton, OK","Honolulu, HI",64.96288374
"Lawton, OK","Houston, TX",6.837329347
"Lawton, OK","Huntington, WV",26.42926873
"Lawton, OK","Huntsville, AL",18.64375721
"Lawton, OK","Idaho Falls, ID",23.32375589
"Lawton, OK","Imperial, CA",19.23879213
"Lawton, OK","Indianapolis, IN",17.17071652
"Lawton, OK","International Falls, MN",16.86920732
"Lawton, OK","Inyokern, CA",22.42595983
"Lawton, OK","Islip, NY",27.07112882
"Lawton, OK","Ithaca, NY",31.3439831
"Lawton, OK","Jackson, MS",22.28149385
"Lawton, OK","Jackson, WY",18.64060665
"Lawton, OK","Jacksonville, FL",21.21762773
"Lawton, OK","Jacksonville, NC",27.80614276
"Lawton, OK","Juneau, AK",50.2822461
"Lawton, OK","Kahului, HI",69.60240358
"Lawton, OK","Kalamazoo, MI",19.97607807
"Lawton, OK","Kansas City, MO",12.00684305
"Lawton, OK","Keahole, HI",61.50410714
"Lawton, OK","Ketchikan, AK",49.25343287
"Lawton, OK","Key West, FL",27.43425966
"Lawton, OK","King Salmon, AK",68.02603902
"Lawton, OK","Klamath Falls, OR",25.58777313
"Lawton, OK","Knoxville, TN",16.47739295
"Lawton, OK","Kodiak, AK",66.83674788
"Lawton, OK","Kotzebue, AK",78.85891817
"Lawton, OK","La Crosse, WI",13.74624324
"Lawton, OK","Lafayette, LA",14.76933584
"Lawton, OK","Lake Charles, LA",8.83356723
"Lawton, OK","Lansing, MI",22.08320062
"Lawton, OK","Laredo, TX",15.10126542
"Lawton, OK","Las Vegas, NV",18.80391115
"Lawton, OK","Lewisburg, WV",23.25972664
"Lawton, OK","Lewiston, ID",28.02983867
"Lawton, OK","Lexington, KY",16.24030869
"Lawton, OK","Lihue, HI",64.20997298
"Lawton, OK","Lincoln, NE",16.4981765
"Lawton, OK","Little Rock, AR",8.194500591
"Lawton, OK","Long Beach, CA",22.74921583
"Lawton, OK","Longview, TX",11.30015586
"Lawton, OK","Los Angeles, CA",25.00120274
"Lawton, OK","Louisville, KY",23.18357961
"Lawton, OK","Lubbock, TX",4.524078924
"Lawton, OK","Lynchburg, VA",23.48343567
"Lawton, OK","Macon, GA",21.88476792
"Lawton, OK","Madison, WI",13.48648698
"Lawton, OK","Manchester, NH",29.24714581
"Lawton, OK","Mcallen, TX",12.3937682
"Lawton, OK","Medford, OR",28.67254868
"Lawton, OK","Melbourne, FL",19.91026459
"Lawton, OK","Memphis, TN",11.4533096
"Lawton, OK","Meridian, MS",14.92037725
"Lawton, OK","Miami, FL",25.13817083
"Lawton, OK","Midland, TX",9.606499648
"Lawton, OK","Milwaukee, WI",16.44945539
"Lawton, OK","Minneapolis, MN",18.54953492
"Lawton, OK","Minot, ND",18.98794294
"Lawton, OK","Missoula, MT",21.95393921
"Lawton, OK","Mobile, AL",13.8872418
"Lawton, OK","Modesto, CA",29.78818945
"Lawton, OK","Moline, IL",15.48329846
"Lawton, OK","Monroe, LA",10.70235734
"Lawton, OK","Monterey, CA",31.51317613
"Lawton, OK","Montgomery, AL",13.23453963
"Lawton, OK","Montrose, CO",20.2640086
"Lawton, OK","Mosinee, WI",20.44627503
"Lawton, OK","Muskegon, MI",19.90988038
"Lawton, OK","Myrtle Beach, SC",29.50852889
"Lawton, OK","Nantucket, MA",37.13387366
"Lawton, OK","Nashville, TN",12.84124048
"Lawton, OK","New Bern, NC",23.37967117
"Lawton, OK","New Orleans, LA",19.3534657
"Lawton, OK","New York, NY",26.37491722
"Lawton, OK","Newark, NJ",32.00954991
"Lawton, OK","Newburgh, NY",34.28194982
"Lawton, OK","Newport News, VA",31.07309447
"Lawton, OK","Nome, AK",75.41326202
"Lawton, OK","Norfolk, VA",27.33695032
"Lawton, OK","North Bend, OR",33.30329283
"Lawton, OK","North Canton, OH",23.14610225
"Lawton, OK","Oakland, CA",30.01206554
"Lawton, OK","Oklahoma City, OK",4.160586607
"Lawton, OK","Omaha, NE",17.19169804
"Lawton, OK","Ontario, CA",24.19137321
"Lawton, OK","Orange County, CA",21.43306754
"Lawton, OK","Orlando, FL",21.16909391
"Lawton, OK","Oxnard, CA",29.76376061
"Lawton, OK","Palm Springs, CA",27.10467778
"Lawton, OK","Palmdale, CA",22.69986347
"Lawton, OK","Panama City, FL",23.30636809
"Lawton, OK","Pasco, WA",26.77831068
"Lawton, OK","Pellston, MI",27.50922817
"Lawton, OK","Pensacola, FL",21.95236562
"Lawton, OK","Peoria, IL",11.6425638
"Lawton, OK","Petersburg, AK",43.06793236
"Lawton, OK","Philadelphia, PA",25.77475052
"Lawton, OK","Phoenix, AZ",22.63860735
"Lawton, OK","Pierre, SD",16.9896603
"Lawton, OK","Pittsburgh, PA",25.12434114
"Lawton, OK","Pocatello, ID",19.45192818
"Lawton, OK","Ponce, PR",38.90080506
"Lawton, OK","Portland, ME",34.53763559
"Lawton, OK","Portland, OR",31.57398449
"Lawton, OK","Providence, RI",36.92109061
"Lawton, OK","Pueblo, CO",14.12840921
"Lawton, OK","Rapid City, SD",14.55279424
"Lawton, OK","Rdu Airport, NC",23.67246491
"Lawton, OK","Redding, CA",28.60484418
"Lawton, OK","Redmond, OR",30.71091678
"Lawton, OK","Reno, NV",27.91338894
"Lawton, OK","Rhinelander, WI",20.22984861
"Lawton, OK","Richmond, VA",31.3004886
"Lawton, OK","Roanoke, VA",26.64627219
"Lawton, OK","Rochester, MN",19.05834258
"Lawton, OK","Rochester, NY",30.43761708
"Lawton, OK","Rock Springs, WY",13.75787835
"Lawton, OK","Rockford, IL",14.09354514
"Lawton, OK","Roswell, NM",14.24364906
"Lawton, OK","Sacramento, CA",30.53886767
"Lawton, OK","Saginaw, MI",24.90929015
"Lawton, OK","Saint Louis, MO",10.16519877
"Lawton, OK","Salem, OR",36.71541017
"Lawton, OK","Salt Lake City, UT",24.9198226
"Lawton, OK","San Angelo, TX",5.824770648
"Lawton, OK","San Antonio, TX",9.03430047
"Lawton, OK","San Diego, CA",25.91701408
"Lawton, OK","San Francisco, CA",32.15172288
"Lawton, OK","San Jose, CA",26.67781276
"Lawton, OK","San Juan, PR",46.20554717
"Lawton, OK","San Luis Obispo, CA",24.23582678
"Lawton, OK","Santa Barbara, CA",31.42419729
"Lawton, OK","Santa Maria, CA",24.04343337
"Lawton, OK","Sarasota, FL",23.40870164
"Lawton, OK","Savannah, GA",22.38658232
"Lawton, OK","Seattle, WA",35.14381691
"Lawton, OK","Shreveport, LA",11.05733414
"Lawton, OK","Sioux City, IA",14.09417214
"Lawton, OK","Sioux Falls, SD",14.16794034
"Lawton, OK","Sitka, AK",48.24644312
"Lawton, OK","South Bend, IN",17.04859516
"Lawton, OK","South Burlington, VT",28.11712156
"Lawton, OK","Spokane, WA",24.14791471
"Lawton, OK","Springfield, IL",20.20828972
"Lawton, OK","Springfield, MO",8.697629461
"Lawton, OK","St George, UT",16.3846871
"Lawton, OK","Syracuse, NY",24.82931104
"Lawton, OK","Tallahassee, FL",24.6717354
"Lawton, OK","Tampa, FL",25.19708423
"Lawton, OK","Telluride, CO",10.98167879
"Lawton, OK","Texarkana, AR",12.56367269
"Lawton, OK","Toledo, OH",25.20756288
"Lawton, OK","Traverse City, MI",22.37762515
"Lawton, OK","Tucson, AZ",21.76208582
"Lawton, OK","Tulsa, OK",12.00863068
"Lawton, OK","Tupelo, MS",19.71818911
"Lawton, OK","Twin Falls, ID",19.91404688
"Lawton, OK","Tyler, TX",9.73973197
"Lawton, OK","Valdosta, GA",19.60592812
"Lawton, OK","Valparaiso, FL",13.57316198
"Lawton, OK","Waco, TX",11.18548267
"Lawton, OK","Washington, DC",30.81569288
"Lawton, OK","Waterloo, IA",20.00129485
"Lawton, OK","West Palm Beach, FL",25.94560106
"Lawton, OK","West Yellowstone, MT",20.24018987
"Lawton, OK","White Plains, NY",30.54952819
"Lawton, OK","Wichita Falls, TX",10.58378022
"Lawton, OK","Wichita, KS",13.23538473
"Lawton, OK","Wilmington, NC",30.5162313
"Lawton, OK","Windsor Locks, CT",32.76830943
"Lawton, OK","Wrangell, AK",48.41233307
"Lawton, OK","Yakima, WA",35.15475999
"Lawton, OK","Yakutat, AK",56.19564666
"Lawton, OK","Yuma, AZ",22.30174297
"Lewisburg, WV","Abilene, TX",26.97729993
"Lewisburg, WV","Adak Island, AK",107.2247963
"Lewisburg, WV","Aguadilla, PR",29.45374276
"Lewisburg, WV","Albany, GA",8.302074453
"Lewisburg, WV","Albany, NY",13.28193709
"Lewisburg, WV","Albuquerque, NM",29.30892939
"Lewisburg, WV","Alexandria, LA",17.72588375
"Lewisburg, WV","Allentown, PA",7.760010361
"Lewisburg, WV","Amarillo, TX",25.41659582
"Lewisburg, WV","Anchorage, AK",82.37274194
"Lewisburg, WV","Appleton, WI",20.33742902
"Lewisburg, WV","Arcata/Eureka, CA",44.7784002
"Lewisburg, WV","Asheville, NC",9.160728877
"Lewisburg, WV","Aspen, CO",29.4614513
"Lewisburg, WV","Atlanta, GA",8.759165325
"Lewisburg, WV","Augusta, GA",6.68489733
"Lewisburg, WV","Austin, TX",27.82939282
"Lewisburg, WV","Avoca, PA",10.89024197
"Lewisburg, WV","BWI Airport, MD",10.01988995
"Lewisburg, WV","Bakersfield, CA",48.6837281
"Lewisburg, WV","Bangor, ME",14.56629532
"Lewisburg, WV","Barrow, AK",88.34241581
"Lewisburg, WV","Baton Rouge, LA",14.9386779
"Lewisburg, WV","Beaumont / Port Arthur, TX",20.68186208
"Lewisburg, WV","Bellingham, WA",50.50323612
"Lewisburg, WV","Bemidji, MN",26.43971064
"Lewisburg, WV","Bethel, AK",88.5736977
"Lewisburg, WV","Billings, MT",36.21557485
"Lewisburg, WV","Binghamton, NY",10.27406529
"Lewisburg, WV","Birmingham, AL",15.59987943
"Lewisburg, WV","Bismarck, ND",26.19544593
"Lewisburg, WV","Bloomington, IL",18.88306378
"Lewisburg, WV","Blountville, TN",7.268977611
"Lewisburg, WV","Boise, ID",38.23830333
"Lewisburg, WV","Boston, MA",11.48515104
"Lewisburg, WV","Bozeman, MT",35.7261288
"Lewisburg, WV","Brownsville, TX",23.73208964
"Lewisburg, WV","Brunswick, GA",7.621909708
"Lewisburg, WV","Buffalo, NY",6.416852001
"Lewisburg, WV","Burbank, CA",41.0835461
"Lewisburg, WV","Butte, MT",38.07254357
"Lewisburg, WV","Casper, WY",32.51525129
"Lewisburg, WV","Cedar City, UT",39.65313568
"Lewisburg, WV","Cedar Rapids, IA",19.98229871
"Lewisburg, WV","Champaign, IL",14.14577266
"Lewisburg, WV","Charleston, SC",9.919855468
"Lewisburg, WV","Charleston, WV",7.281953053
"Lewisburg, WV","Charlotte Amalie, VI",26.86476587
"Lewisburg, WV","Charlotte, NC",7.63518371
"Lewisburg, WV","Charlottesville, VA",8.021008138
"Lewisburg, WV","Chattanooga, TN",15.50400403
"Lewisburg, WV","Chicago, IL",18.3224581
"Lewisburg, WV","Chico, CA",48.43671752
"Lewisburg, WV","Christiansted, VI",28.47226419
"Lewisburg, WV","Cincinnati, OH",7.269542206
"Lewisburg, WV","Cleveland, OH",8.872490809
"Lewisburg, WV","Cody, WY",38.35728665
"Lewisburg, WV","College Station, TX",25.47627324
"Lewisburg, WV","Colorado Springs, CO",29.27542137
"Lewisburg, WV","Columbia, SC",6.921307828
"Lewisburg, WV","Columbus, GA",7.937260162
"Lewisburg, WV","Columbus, MS",16.23519681
"Lewisburg, WV","Columbus, OH",4.287481765
"Lewisburg, WV","Cordova, AK",73.87673764
"Lewisburg, WV","Corpus Christi, TX",26.78696445
"Lewisburg, WV","Crescent City, CA",47.97127356
"Lewisburg, WV","Dallas, TX",22.13800943
"Lewisburg, WV","Dayton, OH",7.319010515
"Lewisburg, WV","Daytona Beach, FL",16.64360584
"Lewisburg, WV","Deadhorse, AK",83.33899654
"Lewisburg, WV","Denver, CO",31.30855534
"Lewisburg, WV","Des Moines, IA",15.73224668
"Lewisburg, WV","Detroit, MI",7.280075356
"Lewisburg, WV","Dillingham, AK",86.89685865
"Lewisburg, WV","Dothan, AL",17.18759293
"Lewisburg, WV","Dubuque, IA",19.24773499
"Lewisburg, WV","Duluth, MN",16.82374858
"Lewisburg, WV","Durango, CO",28.31591135
"Lewisburg, WV","Eagle, CO",28.53602292
"Lewisburg, WV","Egg Harbor Township, NJ",12.03947193
"Lewisburg, WV","El Paso, TX",33.61618115
"Lewisburg, WV","Elko, NV",36.47514764
"Lewisburg, WV","Elmira / Corning, NY",11.62362659
